source,title,company,location,description,link,sponsorship
Lever,"Backend Engineer, Music",spotify,"New York, NY","In the Music Mission, we build the tools and services that enable creators to express themselves, promote their work, and connect with fans. Discovery Mode is a key promotional tool that helps artists",https://jobs.lever.co/spotify/ee5064af-0116-4ef2-994a-cb8fed580290,Unclear
Lever,Machine Learning Engineer,spotify,"New York, NY","The Personalization team makes deciding what to play next easier and more enjoyable for every listener. From Blend to Discover Weekly, we’re behind some of Spotify’s most-loved features. We built them",https://jobs.lever.co/spotify/e200d025-4cff-4eb8-afa4-6680e31c43a2,Unclear
Lever,Machine Learning Engineer,spotify,"New York, NY",The Music Promotion team is building products that allow creators to promote their work to reach new audiences and create lasting connections with their fans. We’re looking for a Machine Learning Engi,https://jobs.lever.co/spotify/e68ad741-4c4e-4b06-ae11-9cf1e36dd40f,Unclear
Lever,"Machine Learning Engineer, Personalization",spotify,"New York, NY","The Personalization team makes deciding what to play next on Spotify easier and more enjoyable for every listener. We seek to understand the world of music, podcasts, and audiobooks better than anyone",https://jobs.lever.co/spotify/de3f6a47-4d75-4512-8351-b362f1d1c32e,Unclear
Lever,Machine Learning Engineering Manager - Surfaces Music,spotify,"New York, NY","The Surfaces Music team builds the systems that power music recommendations across some of Spotify’s most visible experiences, including Home and the Now Playing view. We work across candidate generat",https://jobs.lever.co/spotify/5277f56c-0e14-4593-921c-5460c46d6a35,Unclear
Lever,Senior Machine Learning Engineer,spotify,"New York, NY","The Personalization team makes deciding what to play next easier and more enjoyable for every listener. From Blend to Discover Weekly, we’re behind some of Spotify’s most-loved features. We built them",https://jobs.lever.co/spotify/b918d247-38fd-449a-b82d-ea1d7c90a099,Unclear
Lever,Senior Staff Machine Learning Engineer,spotify,"New York, NY",The Personalization team makes deciding what to play next on Spotify easier and more enjoyable for every listener. We seek to understand the world of music and podcasts better than anyone else so that,https://jobs.lever.co/spotify/89c966c0-1975-42a1-850d-10fe20e02b05,Unclear
Lever,Staff Machine Learning Engineer,spotify,"New York, NY","The Personalization team makes deciding what to play next easier and more enjoyable for every listener. From Blend to Discover Weekly, we’re behind some of Spotify’s most-loved features. We built them",https://jobs.lever.co/spotify/736f1827-6b26-4b3b-b8d8-1d754296e033,Unclear
Lever,AI Deployment Strategist - MENA,mistral,Abu Dhabi,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/c9e2dbb5-00ed-4096-ba88-ac0bdffb68fd,Unclear
Lever,AI Deployment Strategist - Singapore,mistral,Singapore,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/55c2e8f4-a3ea-4e59-9ccf-dac2fee26c65,Unclear
Lever,AI Developer Relations Engineer - Singapore,mistral,Singapore,"About Mistral -At Mistral AI, we are a tight-knit, nimble team dedicated to bringing our cutting-edge AI technology to the world. Our mission is to make AI ubiquitous and open. -We are creative, low-e",https://jobs.lever.co/mistral/3e8b03e7-ff33-4cd1-8042-90b7ac3c4683,Unclear
Lever,"Applied AI, Senior/Staff Forward Deployed Machine Learning Engineer - Singapore",mistral,Singapore,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/5993e633-2c23-4054-801e-1da4c2adadc5,Unclear
Lever,"Applied AI, Evaluation Engineer",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/e0db3860-0a80-47a8-958a-f8e62f3bb59c,Unclear
Lever,"Applied AI, Forward Deployed Machine Learning Engineer - EMEA",mistral,Paris,About The Job Mistral AI is seeking a Applied AI Engineer to facilitate the adoption of its products among customers and collaborate with them to address complex technical challenges. The Applied AI t,https://jobs.lever.co/mistral/77f6fd1b-65cf-45d8-9b68-594c62732f62,Unclear
Lever,"Applied AI, Forward Deployed Machine Learning Engineer - Montreal",mistral,Montreal,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/a73cb128-b07e-437c-b82d-57b06661c52b,Unclear
Lever,"Applied AI, Forward Deployed Machine Learning Engineer - Morocco",mistral,Casablanca,About The Job Mistral AI is seeking a Applied AI Engineer to facilitate the adoption of its products among customers and collaborate with them to address complex technical challenges. The Applied AI t,https://jobs.lever.co/mistral/cb2137e6-d6b1-47d7-8450-6370a61f2b79,Unclear
Lever,"Applied AI, Forward Deployed Machine Learning Engineer- Singapore",mistral,Singapore,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/6fc7ccb5-47bb-4eab-aea0-55929403315d,Unclear
Lever,"Applied AI, Technical Lead - Forward Deployed AI Engineer",mistral,"New York, NY","About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/ebfdc0da-13fd-4ae9-9861-bedb5ff493ea,Unclear
Lever,"Applied AI, Technical Lead, Forward Deployed AI Engineer - EMEA",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/e2cf255f-49c8-4630-afe0-7f665f51f01f,Unclear
Lever,"Applied AI, Technical Lead, Forward Deployed AI Engineer - Montreal",mistral,Montreal,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/042d7b29-279b-48e2-a44b-c7bdc3180dab,Unclear
Lever,Applied Scientist / Research Engineer - Singapore,mistral,Singapore,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/c41d9d9e-f0ea-4621-a4a9-3f10dfa9ae84,Unclear
Lever,Applied Scientist / Research Engineer (Internship),mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/426ef8c0-eb26-4004-a690-f33c62b445a7,Unclear
Lever,"CyberSecurity Team Lead, Infrastructure and Application",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/c9b75928-dd48-4432-b6f1-fc0b24e51657,Unclear
Lever,Data Scientist,mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.",https://jobs.lever.co/mistral/bf5bcae2-839b-492e-a5bc-11d4427ee843,Unclear
Lever,Data/Analytics Engineer,mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.",https://jobs.lever.co/mistral/6f28da96-76f9-44bb-9b85-4e3519fde6d4,Unclear
Lever,"Machine Learning Engineer, Open-Source Software - Paris/London",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/ef4c26fc-3fdb-4dd2-a64e-95264ee769dd,Unclear
Lever,Model Behavior Architect,mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/4337cebc-b951-4528-98f8-ebcb45db5645,Unclear
Lever,"Research Engineer, Machine Learning",mistral,Palo Alto,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/bada0014-0f32-4370-b55f-81c5595c7339,Unclear
Lever,Software Engineer (Contractor),mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.",https://jobs.lever.co/mistral/7ed41b1c-4eb1-4e02-bd15-717e86222a0d,Unclear
Lever,"Software Engineer, QA",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/03918386-cb56-4e4d-afa8-1f8b7676a4a6,Unclear
Lever,Web Crawling Engineer,mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/c96bf665-7d73-406b-8d8f-ddf8df5d160f,Unclear
Greenhouse,AI Platform Engineer II,braze,Toronto,,https://boards.greenhouse.io/braze/jobs/7564362?gh_jid=7564362,Unclear
Lever,Dual Fuel Smart Meter Engineer (East Midlands),octoenergy,Sheffield (GB),Help us make a big green dent in the universe. We're on a mission to drive the global renewable energy revolution and need your help to turn our vision into a reality. We're looking for smart meter en,https://jobs.lever.co/octoenergy/f1f394ae-cb3e-445a-a3ba-3081870fa3bf,Unclear
Lever,Dual Fuel Smart Meter Engineer (Scotland),octoenergy,Aberdeen (GB),Help us make a big green dent in the universe. We're on a mission to drive the global renewable energy revolution and need your help to turn our vision into a reality. We're looking for smart meter en,https://jobs.lever.co/octoenergy/955f55ac-2853-4e9c-878e-0576fb036a8a,Unclear
Lever,Dual Fuel Smart Meter Engineer (South West),octoenergy,Truro (GB),Help us make a big green dent in the universe. We're on a mission to drive the global renewable energy revolution and need your help to turn our vision into a reality. We're looking for smart meter en,https://jobs.lever.co/octoenergy/9bae73e4-c77c-428b-94c2-f59fde7a72f8,Unclear
Lever,Senior Android Engineer,octoenergy,Sheffield (GB),"We can't hire everyone… but we can help them shine somewhere brilliant. At Octopus, we're lucky to attract some incredibly talented humans. And while we can’t bring every talented person into our team",https://jobs.lever.co/octoenergy/a68aafd6-346e-49a9-991d-b42bebf09396,Unclear
Lever,Senior Backend Engineer,octoenergy,Ascoli Piceno (IT),"Benvenuti nel futuro dell’energia! La missione di Octopus Energy è rendere l’energia rinnovabile accessibile a tutti. Grazie alla tecnologia, stiamo guidando la rivoluzione energetica a livello global",https://jobs.lever.co/octoenergy/96df7f42-a8af-4800-ad43-50eb8bafc38a,Unclear
Lever,Senior Frontend Engineer,octoenergy,Ascoli Piceno (IT),"Benvenuti nel futuro dell’energia! La missione di Octopus Energy è rendere l’energia rinnovabile accessibile a tutti. Grazie alla tecnologia, stiamo guidando la rivoluzione energetica a livello global",https://jobs.lever.co/octoenergy/3219779e-d88d-45c0-bc03-d3f634b94e35,Unclear
Lever,Senior Heat Pump Field Application Engineer,octoenergy,Slough (GB),"Help us make a big green dent in the universe. We're on a mission to drive the global renewable energy revolution, and we need loads more people to help us make our vision a reality. At Octopus Energy",https://jobs.lever.co/octoenergy/f6d3b885-43d2-4ebb-8145-5b5815c16f79,Unclear
Lever,Smart Meter Engineer (Scotland),octoenergy,Scotland (GB),Help us make a big green dent in the universe. We're on a mission to drive the global renewable energy revolution and need your help to turn our vision into a reality. We're looking for smart meter en,https://jobs.lever.co/octoenergy/d8aa74e2-7aee-48ac-b41e-c096b05b1710,Unclear
Lever,TechOps Generalist,octoenergy,Coventry (GB),"We are very excited to be growing our small and efficient TechOps team at Octopus. We aren't looking for standard IT support - we are looking for an ambitious, deeply knowledgeable and experienced Tec",https://jobs.lever.co/octoenergy/2456b501-c493-4ec5-aefe-cda417b7b2d5,Unclear
Lever,Backend Engineer - Data Infrastructure,spotify,"New York, NY",Spotify is looking for a Backend Engineer to join our Data Infrastructure engineering organization. You will forge new ground in how we help teams at Spotify build analytics for internal and Music ind,https://jobs.lever.co/spotify/66492688-d5b0-4cf8-b1a4-4a715157edd9,Unclear
Lever,Backend Engineer - Platform Developer Experience,spotify,"New York, NY","The Platform team creates the technology that enables Spotify to learn quickly and scale easily, enabling rapid growth in our users and our business around the globe. Spanning many disciplines, we wor",https://jobs.lever.co/spotify/31bf7d45-9448-413c-8f61-b69a8f636f82,Unclear
Lever,Backend Engineer - User Platform,spotify,Toronto,User Platform (UP) is a studio in the SAFE Alliance as part of Spotify's Platform Mission. The studio owns capabilities and infrastructure for Customer Identity and Access Management at Spotify. The s,https://jobs.lever.co/spotify/58860a10-4a0d-4a21-a495-1f3605b300c1,Unclear
Lever,"Backend Engineer, Podcast",spotify,"New York, NY","The Podcast Mission develops strategies and builds products that serve creators and listeners interested in podcast and video content. As the #1 podcast platform in the world, we look to continue impr",https://jobs.lever.co/spotify/454e6013-78ca-4009-9ad4-7597f2045d0a,Unclear
Lever,Data Engineer II - Gen AI - Music,spotify,"New York, NY",We are seeking Data Engineers to join our Artist-First AI Music lab. Our team designs and builds state-of-the-art generative products for music that create breakthrough experiences for fans and artist,https://jobs.lever.co/spotify/87ac8be9-799d-414f-b855-70a1cf2729b4,Unclear
Lever,Data Engineer II - SRC - Music,spotify,"New York, NY","The Rights Systems team builds and operates Spotify Rights Center (SRC) — Spotify’s rights management platform that enables Spotify and its partners to identify, manage, and enforce music licensing ri",https://jobs.lever.co/spotify/d3a6f408-829b-44f5-acc5-10ca4ca1de7b,Unclear
Lever,Data Scientist - Growth Analytics (Performance Marketing),spotify,"New York, NY","We are looking for a Data Scientist to join the Business Analytics team at Spotify. In this role, you’ll shape Spotify’s performance marketing and growth strategy by developing models, designing exper",https://jobs.lever.co/spotify/063a7916-cd2b-4e61-a332-30364edf5199,Unclear
Lever,Engineering Manager - Experimentation,spotify,Stockholm,"Think it, build it, ship it, tweak it"" is at the core of Spotify's product development approach. In the Experimentation product area we are providing Spotify and external customers with Confidence, ou",https://jobs.lever.co/spotify/64ef2493-3b1e-407a-ac07-9e95a57f6d7c,Unclear
Lever,Full Stack Engineer,spotify,Sydney,Our mission on the Advertising Product & Technology team is to build a next generation advertising platform that aligns with our unique value proposition for audio and video. We work to scale the user,https://jobs.lever.co/spotify/74c04c1a-afe8-4616-be68-ae452daed595,Unclear
Lever,Fullstack Engineer - Generative UI Platform,spotify,Stockholm,UI Studio is Spotify’s internal generative UI prototyping platform that enables teams to spin up fully functioning replicas of Spotify surfaces — complete with playable music — to explore and pitch ne,https://jobs.lever.co/spotify/2d1f743f-9174-413f-b824-6e426082ebeb,Unclear
Lever,Fullstack Engineer – Platform Developer Experience,spotify,"New York, NY",We’re looking for a Fullstack Engineer to join our Platform Developer Experience team. This group is passionate about building the best possible developer experience for Spotifiers and thousands of de,https://jobs.lever.co/spotify/651491f7-cd91-49bd-93f5-eb939344463b,Unclear
Lever,Fullstack Product Engineer – Confidence,spotify,Stockholm,"“Think it, build it, ship it, tweak it"" is at the core of Spotify's product development approach. In the Experimentation product area we are providing Spotify and external customers with Confidence, o",https://jobs.lever.co/spotify/9fa6244d-bd44-4ff9-b078-65f29edfe70b,Unclear
Lever,Head of Backstage Marketing,spotify,Toronto,"The Platform team creates the technology that enables Spotify to learn quickly and scale easily, enabling rapid growth in our users and our business around the globe. Spanning many disciplines, we wor",https://jobs.lever.co/spotify/bcdf7880-6ad8-447d-822a-8265a24fd336,Unclear
Lever,Head of Backstage Marketing,spotify,"New York, NY","The Platform team creates the technology that enables Spotify to learn quickly and scale easily, enabling rapid growth in our users and our business around the globe. Spanning many disciplines, we wor",https://jobs.lever.co/spotify/df72f34a-50e2-4095-907b-942c3445bbb8,Unclear
Lever,Product Manager - AI Observability/Evaluation Platform,spotify,Toronto,"We are looking for a Product Manager to join the ML/AI Platform team at Spotify. The team helps various groups build, deliver, and run ML and AI-enabled experiences at scale. We want a Product Manager",https://jobs.lever.co/spotify/92d1ba03-770d-4831-9227-e0db487567b9,Unclear
Lever,Quantitative User Researcher - Music Mission,spotify,"New York, NY","The Music Mission empowers creators to grow, engage, and monetize their fan bases on Spotify. We build promotional and expression tools for artists and their teams, powered by Spotify’s deep understan",https://jobs.lever.co/spotify/153a90f2-5762-411a-a283-5c8efae519ea,Unclear
Lever,Senior Backend Engineer - CI Experience,spotify,Stockholm,"The CI Experience squad owns the client continuous integration (CI) infrastructure at Spotify. Our mission is to ensure smooth, reliable, and fast integration of code changes across all client reposit",https://jobs.lever.co/spotify/cf2ab23e-8bb8-455c-9a49-a43cca51fb97,Unclear
Lever,Senior Backend Engineer - CI Experience,spotify,Stockholm,"The CI Experience squad owns the client continuous integration (CI) infrastructure at Spotify. Our mission is to ensure smooth, reliable, and fast integration of code changes across all client reposit",https://jobs.lever.co/spotify/e4e76b28-3347-4749-91f9-0bcd61144de3,Unclear
Lever,Senior Data Engineer - Cost Platform,spotify,Toronto,"The Platform team builds the technology that enables Spotify to learn quickly and scale easily, enabling rapid growth in our users and our business around the globe. Spanning many disciplines, we work",https://jobs.lever.co/spotify/48e5f3e3-2a32-4088-bb61-684202899d1c,Unclear
Lever,Senior Engineer - User Platform,spotify,"New York, NY",User Platform (UP) is a studio in the SAFE Alliance as part of Spotify's Platform Mission. The studio owns capabilities and infrastructure for Customer Identity and Access Management at Spotify. The s,https://jobs.lever.co/spotify/26731335-a117-4126-abdc-c0fa9cca5892,Unclear
Lever,Senior Fullstack Engineer – Generative UI Platform,spotify,Toronto,UI Studio is Spotify’s internal generative UI prototyping platform that enables teams to spin up fully functioning replicas of Spotify surfaces — complete with playable music — to explore and pitch ne,https://jobs.lever.co/spotify/cefb269f-ec27-4e16-8d7d-43307a832591,Unclear
Lever,Senior Mobile Engineer - User Platform,spotify,Stockholm,"We are looking for dedicated, engaged software engineers that are passionate about working on highly available, low latency client SDKs and the related backend services in the authorization and config",https://jobs.lever.co/spotify/33dce61a-3c1f-4299-b751-e155f03b048e,Unclear
Lever,Senior Research Engineer - Music,spotify,Stockholm,We are seeking a Senior Research Engineer to join our Artist-First AI Music lab. Our team pioneers and advances state-of-the-art generative technologies for music that create breakthrough experiences ,https://jobs.lever.co/spotify/631e80ca-90b9-4b40-a433-ba6f57d68b52,Unclear
Lever,Senior Research Engineer - Music,spotify,"New York, NY",We are seeking a Senior Research Engineer to join our Artist-First AI Music lab. Our team pioneers and advances state-of-the-art generative technologies for music that create breakthrough experiences ,https://jobs.lever.co/spotify/cb9f8bda-6e7e-4b22-b9ed-ee229770ca13,Unclear
Lever,Senior Sales Engineer - Backstage,spotify,"New York, NY","A Spotify Backstage Sales Engineer is responsible for mainly pre-sales work with prospects to purchase and adopt Backstage, Spotify’s open platform for building developer portals, within their own org",https://jobs.lever.co/spotify/345c2c98-5635-4575-9213-1ebbba0f9396,Unclear
Lever,Senior Security Engineer - Enterprise Security,spotify,Stockholm,"We're hiring a Senior Security Engineer to lead and raise the bar for enterprise security at Spotify. In this role, you'll be hands-on across core security domains, IAM, endpoint management, networkin",https://jobs.lever.co/spotify/fa4125a9-b99a-4c96-94ff-427d3da127d3,Unclear
Lever,Senior Site Reliability Engineer,spotify,"New York, NY","Are you excited by the idea of building fast, reliable, and intelligent infrastructure for a product used by engineering teams around the world? We’re looking for a Senior Site Reliability Engineer to",https://jobs.lever.co/spotify/fdfe281d-889c-478a-8f27-c9bc36b2b0cf,Unclear
Lever,Site Reliability Engineer - Backstage,spotify,"New York, NY","Are you excited by the idea of building fast, reliable, and intelligent infrastructure for a product used by engineering teams around the world? We’re looking for a Site Reliability Engineer to join t",https://jobs.lever.co/spotify/ad5ef898-b800-4213-a63e-e39a97df9cfb,Unclear
Lever,Staff Research Engineer - Music,spotify,Stockholm,We are seeking a Staff Research Engineer to join our Artist-First AI Music lab. Our team pioneers and advances state-of-the-art generative technologies for music that create breakthrough experiences f,https://jobs.lever.co/spotify/40fee238-4ba5-4f65-bd6a-c655774d7ce0,Unclear
Lever,Staff Research Engineer - Music,spotify,"New York, NY",We are seeking a Staff Research Engineer to join our Artist-First AI Music lab. Our team pioneers and advances state-of-the-art generative technologies for music that create breakthrough experiences f,https://jobs.lever.co/spotify/d196c5ef-9eac-44ff-9e8a-c82965c7e71a,Unclear
Lever,"Account Executive, Enterprise, Netherlands",mistral,Amsterdam,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/04a3a058-aff8-4cc4-a419-eb09e83fa947,Unclear
Lever,Account Manager - Morocco,mistral,Casablanca,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/abff0584-d2e2-446e-b2a8-28d660e3773a,Unclear
Lever,AI Deployment Strategist - Australia,mistral,Sydney,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/9808a516-afa8-49a4-93e2-dfc6c616ea0b,Unclear
Lever,AI Deployment Strategist - Luxembourg,mistral,Luxembourg,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/bb02882b-fb2e-4d06-9d5e-bd7654eee8e7,Unclear
Lever,AI Deployment Strategist - Morocco,mistral,Casablanca,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/8f93bac1-1885-41ea-8650-cb5454be97e7,Unclear
Lever,AI Deployment Strategist - Netherlands,mistral,Amsterdam,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/2aaf4e18-0943-4ebe-914d-cc9e32db8834,Unclear
Lever,AI Deployment Strategist - Seoul,mistral,Seoul,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/1e51a251-94cd-486e-8992-93024840412e,Unclear
Lever,AI Developer Advocate,mistral,"New York, NY","About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/b56f6523-b7d2-47a3-abe6-2c793c7672fc,Unclear
Lever,AI Developer Advocate,mistral,Paris,"About The Job Mistral AI is seeking a Senior/Staff AI Developer Advocate to join our team and actively contribute to the community, with a focus on driving content around enterprise AI use cases. You ",https://jobs.lever.co/mistral/fd865fe4-7344-43b0-9d8d-600e8b366725,Unclear
Lever,"AI Engineer, Product",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/c79ff8ed-6689-4dda-aec6-979a5dc767d0,Unclear
Lever,AI Scientist - Warsaw,mistral,Warsaw,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/4e498cbf-151e-483a-b3f7-76ff64a22041,Unclear
Lever,AI Scientist - Zurich,mistral,Zurich,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/bedfc2aa-f1b6-4136-bd17-b3abe4c06120,Unclear
Lever,"Applied AI Engineer, Senior/Staff Fullstack Software Engineer - Singapore",mistral,Singapore,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/5538042e-f157-4a2c-a9ee-e412de9ba761,Unclear
Lever,"Applied AI, AI Engineer for Mistral",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/3d9a6ece-1f8c-4e0b-a275-fde6300ed1f8,Unclear
Lever,"Customer Success, EMEA",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/045a26b3-c616-4af1-9a66-644b8de70196,Unclear
Lever,"CyberSecurity Engineer, DevSecOps",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/94a331c8-0ddf-4e88-a6ad-7a70c212e0fa,Unclear
Lever,"Cybersecurity Engineer, SIEM",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/6f7f6e7a-3dc4-430b-8957-a64450a10066,Unclear
Lever,"CyberSecurity Engineer, SOC Analyst",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/f9782b09-ca3c-4bfc-ba7a-349551ef9a82,Unclear
Lever,Data Center Operations Manager,mistral,Borlänge,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/fa170722-b93a-49f5-a649-3fc731c57a71,Unclear
Lever,Data Quality Specialist,mistral,Paris,"About Mistral At Mistral we are on a mission to democratize AI, producing frontier intelligence for everyone, developed in the open, and built by engineers all over the world. We are a dynamic, collab",https://jobs.lever.co/mistral/1cb8bbe9-012f-46a6-83d0-1200be477793,Unclear
Lever,"Datacenter Hardware Engineer, HPC",mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/ddf7bcbb-e223-4768-a553-6e95df472cf7,Unclear
Lever,Developer Education Lead,mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/d87ba0cc-010c-4237-a04f-dae2481cb59f,Unclear
Lever,Engineering Manager,mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life.",https://jobs.lever.co/mistral/add3ec37-a655-4a60-8823-1e871aa1e9b2,Unclear
Lever,"Engineering Team Lead, Cloud Deployments",mistral,"New York, NY","About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/e0859107-d3ef-47ea-b128-06ab832fe728,Unclear
Lever,Executive Assistant to the VP Engineering - Paris,mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/9f3f377e-c85c-4521-b0ea-52afbca2a5e4,Unclear
Lever,Executive Assistant to VP of Engineering (Contractor),mistral,Paris,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life",https://jobs.lever.co/mistral/eaa62529-1f3a-4360-87b0-310ebd3715ce,Unclear
